54,12,-9.4,-17.7
55,2,-9.4,-10.1
55,4,-9.4,-1.4
55,5,-24.9,-10.3
55,6,-9.4,-4.1
55,9,-8.8,-11.9
55,12,-8.8,0.1
56,2,-8.8,5.6
56,6,-25,37.9
56,9,-25.8,10.1
56,10,-9,13.6
56,10,-9.2,18.1
57,1,-9,18.3
57,1,-10.1,24.9
57,4,-10.6,39
57,4,-9.8,41.5
57,5,-24.8,16.6
57,7,-9.4,44.9
57,7,-9.6,43.4
57,8,-24.8,51.4
57,10,-12.5,46.3
57,11,-9.7,51.6
57,11,-8.8,62
58,3,-9.4,67.5
58,3,-10.1,76.2
58,7,-25,81.1
58,8,-25,77.8
58,9,-24.8,93.9
58,10,-24.6,116.9
58,12,-25,110.1
59,1,-25,121.1
59,3,-25,126
59,4,-25.1,137.2
59,6,-25.9,132.8
59,7,-25.2,150.1
59,8,-25,141.8
59,10,-26.4,164.6
59,11,-24.5,171.4
59,12,-25,181.7
60,1,-25.2,181.8
60,4,-23.4,187.9
60,7,-24,187.4
60,9,-22.8,193.7
60,9,-22.5,195.9
60,11,-26.4,198.4
60,12,-24.5,193.7
61,1,-25.5,194.9
61,3,-24.9,207.1
61,4,-25,201.9
61,5,-26.3,196.7
61,7,-25.1,198.3
61,8,-25.3,197.9
61,10,-24.7,182.8
61,11,-23.8,237.2
61,12,-25.1,227.3
62,1,-24.6,197.4
62,3,-23.4,207.3
62,4,-24.5,214.3
62,5,-24.5,189.4
62,9,-24.5,233.5
62,11,-24,250.4
62,12,-28.4,266.6
63,1,-25.9,265.5
63,3,-23.6,269.7
63,3,-23.6,266.4
63,4,-23.5,280.9
63,4,-23.5,284.3
63,5,-24.2,313.2
63,7,-24.7,331.1
63,8,-24.7,355.6
63,9,-23.7,405.2
63,11,-24.7,374.8
63,12,-24.7,429.5
64,1,-23.1,445.7
64,3,-22.8,472.5
64,4,-23.7,500.3
64,5,-25.9,498.3
64,7,-24.7,542.4
64,8,-24.6,567.4
64,10,-25.4,507
64,11,-24.7,621.9
64,12,-19.9,615.7
65,1,-22,689.4
65,2,-23.6,633.6
65,4,-23.9,634.1
65,5,-21.4,615.2
65,7,-25.7,694.5
65,8,-23.9,614.1
65,9,-25.2,634.2
65,11,-18.1,625.7
65,12,-24.9,634.4
66,2,-24.6,647.3
66,3,-26.4,646.5
66,4,-23.9,631.8
66,5,-26.1,622.1
66,6,-25,612.4
66,7,-23.2,612.2
66,8,-24.8,590.8
